Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY,Sub-Category 1,Sub-Category 2,Sub-Category 3
ne_10m_bathymetry_F_5000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_land.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,180,,shapefiles,physical,
ne_10m_bathymetry_H_3000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_20.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1332,,shapefiles,physical,
ne_10m_graticules_10.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,524,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes_europe.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24165,,shapefiles,physical,
ne_50m_wgs84_bounding_box.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,108,,shapefiles,physical,
ne_10m_lakes_pluvial.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,279872,,shapefiles,physical,
ne_10m_lakes_pluvial.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_ocean_scale_rank.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_110m_geography_regions_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,20942,,shapefiles,physical,
ne_50m_geography_marine_polys.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1052,,shapefiles,physical,
ne_50m_glaciated_areas.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,18602,,shapefiles,physical,
ne_10m_glaciated_areas.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,3938340,,shapefiles,physical,
ne_10m_bathymetry_J_1000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1356,,shapefiles,physical,
ne_10m_land_ocean_seams.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_D_7000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_glaciated_areas.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,323172,,shapefiles,physical,
ne_50m_graticules_15.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_graticules_30.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,129964,,shapefiles,physical,
ne_50m_graticules_5.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_A_10000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_graticules_30.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,236,,shapefiles,physical,
ne_10m_land_ocean_label_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_10m_land_ocean_label_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_regions_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_110m_coastline.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1172,,shapefiles,physical,
ne_10m_land_ocean_label_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24169,,shapefiles,physical,
ne_10m_ocean_scale_rank.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22965,,shapefiles,physical,
ne_10m_graticules_30.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,922,,shapefiles,physical,
ne_10m_bathymetry_J_1000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_geography_regions_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,27545,,shapefiles,physical,
ne_110m_geographic_lines.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,148,,shapefiles,physical,
ne_10m_rivers_lake_centerlines_scale_rank.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,36596,,shapefiles,physical,
ne_10m_geography_regions_elevation_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_ocean_scale_rank.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,252,,shapefiles,physical,
ne_10m_land_scale_rank.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_wgs84_bounding_box.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_10.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26636,,shapefiles,physical,
ne_10m_lakes_north_america.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_50m_ocean.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_regions_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_bathymetry_A_10000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geographic_lines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_I_2000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,9017,,shapefiles,physical,
ne_10m_geography_regions_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_graticules_30.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,922,,shapefiles,physical,
ne_50m_rivers_lake_centerlines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_lakes.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,2300,,shapefiles,physical,
ne_10m_minor_islands_label_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_10m_rivers_europe.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_lakes.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,9324,,shapefiles,physical,
ne_10m_rivers_lake_centerlines_scale_rank.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,28112364,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_1.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_D_7000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,572,,shapefiles,physical,
ne_10m_rivers_north_america.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,1695544,,shapefiles,physical,
ne_10m_bathymetry_K_200.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_lakes_historic.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,21750,,shapefiles,physical,
ne_10m_lakes_north_america.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_lakes.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_graticules_15.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,237512,,shapefiles,physical,
ne_50m_lakes_historic.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_bathymetry_L_0.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6682312,,shapefiles,physical,
ne_10m_wgs84_bounding_box.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_graticules_5.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,4612,,shapefiles,physical,
ne_10m_land.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22761,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,19180,,shapefiles,physical,
ne_50m_lakes.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_10.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,426700,,shapefiles,physical,
ne_50m_lakes.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1882979,,shapefiles,physical,
ne_110m_graticules_20.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_geography_regions_elevation_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_B_9000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_bathymetry_E_6000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_110m_coastline.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,89652,,shapefiles,physical,
ne_10m_geography_regions_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_graticules_20.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,316,,shapefiles,physical,
ne_10m_rivers_lake_centerlines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_J_1000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_I_2000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_bathymetry_F_5000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_15.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_glaciated_areas.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22479,,shapefiles,physical,
ne_10m_graticules_30.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,236,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,204,,shapefiles,physical,
ne_10m_land_ocean_seams.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24169,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25254,,shapefiles,physical,
ne_10m_rivers_europe.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,10772,,shapefiles,physical,
ne_10m_bathymetry_I_2000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_D_7000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_10.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,524,,shapefiles,physical,
ne_10m_minor_islands_label_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_geography_marine_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_reefs.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,51236,,shapefiles,physical,
ne_10m_playas.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_rivers_lake_centerlines_scale_rank.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,33516,,shapefiles,physical,
ne_110m_graticules_20.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_reefs.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_polys.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,28336,,shapefiles,physical,
ne_10m_minor_islands_label_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24169,,shapefiles,physical,
ne_10m_bathymetry_E_6000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,16280,,shapefiles,physical,
ne_50m_geographic_lines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,36552,,shapefiles,physical,
ne_50m_ocean.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,978340,,shapefiles,physical,
ne_50m_graticules_1.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,4412,,shapefiles,physical,
ne_10m_bathymetry_D_7000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_land.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,1050332,,shapefiles,physical,
ne_10m_lakes_historic.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_1.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_C_8000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_15.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26636,,shapefiles,physical,
ne_110m_ocean.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,116,,shapefiles,physical,
ne_10m_graticules_20.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,214588,,shapefiles,physical,
ne_50m_graticules_5.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,906364,,shapefiles,physical,
ne_50m_graticules_20.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_E_6000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,4268,,shapefiles,physical,
ne_10m_geographic_lines.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,148,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,83960,,shapefiles,physical,
ne_10m_wgs84_bounding_box.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_20.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,316,,shapefiles,physical,
ne_110m_lakes.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_H_3000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_graticules_20.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_ocean.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,138,,shapefiles,physical,
ne_10m_wgs84_bounding_box.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_reefs.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_ocean.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,84804,,shapefiles,physical,
ne_10m_lakes_north_america.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,31725,,shapefiles,physical,
ne_10m_bathymetry_B_9000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,276,,shapefiles,physical,
ne_110m_land.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,3431,,shapefiles,physical,
ne_10m_wgs84_bounding_box.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,35180,,shapefiles,physical,
ne_110m_coastline.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_graticules_30.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,3265,,shapefiles,physical,
ne_10m_bathymetry_L_0.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_lakes.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21926,,shapefiles,physical,
ne_10m_lakes.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,10932,,shapefiles,physical,
ne_10m_glaciated_areas.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_playas.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_30.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_1.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,16902,,shapefiles,physical,
ne_50m_land.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_110m_glaciated_areas.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_ocean.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21570,,shapefiles,physical,
ne_10m_land_scale_rank.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6839272,,shapefiles,physical,
ne_10m_bathymetry_L_0.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_rivers_europe.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,8810954,,shapefiles,physical,
ne_110m_coastline.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,3747,,shapefiles,physical,
ne_50m_ocean.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,176,,shapefiles,physical,
ne_50m_ocean.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_K_200.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,20409,,shapefiles,physical,
ne_10m_bathymetry_J_1000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,7037,,shapefiles,physical,
ne_50m_graticules_1.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes_europe.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,31725,,shapefiles,physical,
ne_10m_bathymetry_K_200.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_wgs84_bounding_box.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26727,,shapefiles,physical,
ne_10m_bathymetry_F_5000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_graticules_20.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_rivers_lake_centerlines_scale_rank.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25391,,shapefiles,physical,
ne_10m_ocean.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_10m_bathymetry_G_4000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_graticules_5.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26636,,shapefiles,physical,
ne_50m_wgs84_bounding_box.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26697,,shapefiles,physical,
ne_10m_lakes_north_america.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_geography_marine_polys.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1982775,,shapefiles,physical,
ne_10m_glaciated_areas.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,15188,,shapefiles,physical,
ne_10m_lakes_europe.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,331032,,shapefiles,physical,
ne_50m_lakes_historic.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,4324,,shapefiles,physical,
ne_50m_rivers_lake_centerlines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_lakes_historic.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_H_3000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_bathymetry_J_1000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_land_ocean_label_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,32980,,shapefiles,physical,
ne_10m_glaciated_areas.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_rivers_lake_centerlines_scale_rank.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,33397,,shapefiles,physical,
ne_10m_lakes_europe.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_rivers_europe.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_graticules_30.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_ocean_scale_rank.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,7259176,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_bathymetry_J_1000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_geographic_lines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_lakes.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_geography_regions_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_geography_regions_polys.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,84395,,shapefiles,physical,
ne_10m_coastline.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,392765,,shapefiles,physical,
ne_10m_reefs.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_lakes.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,300,,shapefiles,physical,
ne_110m_graticules_1.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_minor_islands_coastline.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,145,,shapefiles,physical,
ne_110m_geography_regions_polys.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,995336,,shapefiles,physical,
ne_10m_rivers_lake_centerlines_scale_rank.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_F_5000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,82057,,shapefiles,physical,
ne_50m_lakes_historic.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,116,,shapefiles,physical,
ne_10m_geographic_lines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21865,,shapefiles,physical,
ne_50m_playas.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,15632,,shapefiles,physical,
ne_50m_coastline.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22728,,shapefiles,physical,
ne_10m_bathymetry_C_8000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,220,,shapefiles,physical,
ne_50m_geographic_lines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_rivers_lake_centerlines.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,437920,,shapefiles,physical,
ne_10m_geography_marine_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_ocean.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_ocean_scale_rank.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,306,,shapefiles,physical,
ne_10m_minor_islands_label_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,22004,,shapefiles,physical,
ne_50m_geography_regions_polys.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,3398788,,shapefiles,physical,
ne_50m_rivers_lake_centerlines_scale_rank.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,10621578,,shapefiles,physical,
ne_50m_geography_regions_polys.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,2244684,,shapefiles,physical,
ne_50m_coastline.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,11524,,shapefiles,physical,
ne_10m_graticules_5.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,956,,shapefiles,physical,
ne_50m_graticules_15.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_marine_polys.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,354060,,shapefiles,physical,
ne_50m_geography_regions_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes_pluvial.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_30.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_coastline.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,23210,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_polys.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_30.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26727,,shapefiles,physical,
ne_10m_lakes.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_playas.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_glaciated_areas.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_I_2000.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,2963820,,shapefiles,physical,
ne_10m_graticules_10.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_lakes.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_rivers_north_america.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
